詞目id,詞目類型,漢字,羅馬字,分類,羅馬字音檔檔名
28710,臺華共同詞,監護,kàm-hōo,法律,28710(1)
28711,臺華共同詞,監察,kàm-tshat,"軍公教業,法律,政治",28711(1)
28713,臺華共同詞,講台,káng-tâi,"生活用品,教育、學術",28713(1)
28714,臺華共同詞,講評,káng-phîng,一般動詞-行為動詞,28714(1)
28715,臺華共同詞,降溫,kàng-un,氣候溫度,28715(1)
28716,臺華共同詞,教案,kàu-àn,教育、學術,28716(1)
28717,臺華共同詞,教派,kàu-phài,"組織團體,神明、鬼怪、教派",28717(1)
28718,臺華共同詞,交界,kau-kài,居住環境,28718(1)
28719,臺華共同詞,機器人,ki-khì-lâng,生活勞動,28719(1)
28720,臺華共同詞,基金會,ki-kim-huē,組織團體,28720(1)
28721,臺華共同詞,記過,kì-kò,一般動詞-行為動詞,28721(1)
28722,臺華共同詞,旗杆,kî-kuann,生活用品,28722(1)
28723,臺華共同詞,寄賣,kià-bē/kià-buē,財務單位、活動,28723(1)
28724,臺華共同詞,寄居,kià-ki/kià-ku,房屋租賃、搬遷,28724(1)
28725,臺華共同詞,見義勇為,kiàn-gī-ióng-uî,道德評價,28725(1)
28726,臺華共同詞,健美,kiān-bí,"體態樣貌,形貌、體積",28726(1)
28727,臺華共同詞,斤兩,kin-niú/kun-niú,數詞、量詞,28727(1)
28728,臺華共同詞,驚天動地,kiann-thinn-tāng-tē/kiann-thinn-tāng-tuē,性質、程度,28728(1)
28729,臺華共同詞,救難,kiù-lān,災禍,28729(1)
28730,臺華共同詞,告密,kò-bi̍t,一般動詞-行為動詞,28730(1)
28731,臺華共同詞,告發,kò-huat,一般動詞-行為動詞,28731(1)
28732,臺華共同詞,告別式,kò-pia̍t-sik,"婚喪喜慶,相關器具、活動",28732(1)
28733,臺華共同詞,公權,kong-khuân,"法律,政治",28733(1)
28734,臺華共同詞,公證,kong-tsìng,"相關用語,法律",28734(1)
28735,臺華共同詞,講理,kóng-lí,待人處事,28735(1)
28736,臺華共同詞,講法,kóng-huat,事、物泛稱,28736(1)
28737,臺華共同詞,瓜葛,kua-kat,"宗族、家庭,交際應酬",28737(1)
28738,臺華共同詞,歌廳,kua-thiann,休閒、娛樂,28738(1)
28739,臺華共同詞,掛念,khuà-liām,心理狀態,28739(1)
28740,臺華共同詞,管區,kuán-khu,空間方位,28740(1)
28741,臺華共同詞,肝臟,kuann-tsōng,生理構造,28741(1)
28742,臺華共同詞,決算,kuat-suàn,財務單位、活動,28742(1)
28743,臺華共同詞,過期,kuè-kî/kè-kî,事、物泛稱,28743(1)
28744,臺華共同詞,過境,kuè-kíng/kè-kíng,交通、運輸,28744(1)
28745,臺華共同詞,過慮,kuè-lī/kè-lū,心理狀態,28745(1)
28746,臺華共同詞,開支,khai-tsi,財務單位、活動,28746(1)
28747,臺華共同詞,看護,khàn-hōo,"服務業及其他,醫療保健",28747(1)
28748,臺華共同詞,氣管,khì-kńg,生理構造,28748(1)
28749,臺華共同詞,牽制,khian-tsè,"體育、運動,一般動詞-行為動詞",28749(1)
28750,臺華共同詞,曲調,khik-tiāu,戲劇、音樂,28750(1)
28751,臺華共同詞,輕聲,khin-siann,"性質、程度,語言、文字、符號",28751(1)
28752,臺華共同詞,輕信,khin-sìn,心理活動,28752(1)
28753,臺華共同詞,輕敵,khing-ti̍k,一般動詞-行為動詞,28753(1)
28754,臺華共同詞,科學家,kho-ha̍k-ka,科技、工業,28754(1)
28755,臺華共同詞,課稅,khò-suè/khò-sè,財務單位、活動,28755(1)
28756,臺華共同詞,礦物質,khòng-bu̍t-tsit,資源礦物,28756(1)
28757,臺華共同詞,快餐,khuài-tshan,食物、飲料、煙酒,28757(1)
28758,臺華共同詞,寬裕,khuan-jū/khuan-lū,"生活狀況,性質、程度",28758(1)
28759,臺華共同詞,內視鏡,lāi-sī-kiànn,醫療保健,28759(1)
28761,臺華共同詞,難產,lân-sán,生養老死,28761(1)
28762,臺華共同詞,難事,lân-sū,境況、狀態-擬事,28762(1)
28763,臺華共同詞,老百姓,láu-peh-sènn/láu-peh-sìnn,國家、社會、民眾,28763(1)
28764,臺華共同詞,老伴,lāu-phuānn,"宗族、家庭,稱謂輩分",28764(1)
28765,臺華共同詞,老狐狸,lāu-hôo-lî,個性風格,28765(1)
28766,臺華共同詞,禮儀社,lé-gî-siā,"生養老死,婚喪喜慶",28766(1)
28767,臺華共同詞,年表,nî-pió,事、物泛稱,28767(1)
28769,臺華共同詞,求才,kiû-tsâi,相關用語,28769(1)
28770,臺華共同詞,裂痕,li̍h-hûn,"交際應酬,事、物泛稱",28770(1)
28771,臺華共同詞,領海,líng-hái,空間方位,28771(1)
28772,臺華共同詞,領事,líng-sū,"軍公教業,政治",28772(1)
28774,臺華共同詞,兩全,lióng-tsuân,待人處事,28774(1)
28775,臺華共同詞,留名,lâu-miâ,道德評價,28775(1)
28776,臺華共同詞,求生,kiû-sing,生活勞動,28776(1)
28777,臺華共同詞,流連,liû-liân,一般動詞-行為動詞,28777(1)
28778,臺華共同詞,流質,liû-tsit,事、物泛稱,28778(1)
28779,臺華共同詞,樂天知命,lo̍k-thian-ti-bīng,"個性風格,心理狀態",28779(1)
28780,臺華共同詞,農產品,lông-sán-phín,"農林業,食物、飲料、煙酒",28780(1)
28781,臺華共同詞,農舍,lông-sià,"農林業,建築物、結構",28781(1)
28782,臺華共同詞,內臟,luē-tsōng,生理構造,28782(1)
28783,臺華共同詞,弄權,lōng-khuân,"相關用語,政治",28783(1)
28784,臺華共同詞,門聯,mn̂g-liân,相關器具、活動,28784(1)
28785,臺華共同詞,問路,mn̄g-lōo,交通、運輸,28785(1)
28786,臺華共同詞,門牌,mn̂g-pâi,建築物、結構,28786(1)
28787,臺華共同詞,門縫,mn̂g-phāng,建築物、結構,28787(1)
28788,臺華共同詞,門窗,mn̂g-thang,建築物、結構,28788(1)
28789,臺華共同詞,毛料,môo-liāu,"衣帽鞋襪,縫紉洗熨",28789(1)
28790,臺華共同詞,滿面春風,muá-bīn-tshun-hong,反應、表情,28790(1)
28791,臺華共同詞,迎新,ngiâ-sin,交際應酬,28791(1)
28796,臺華共同詞,領班,niá-pan,相關用語,28796(1)
28797,臺華共同詞,把守,pé-siú,一般動詞-行為動詞,28797(1)
28798,臺華共同詞,排水管,pâi-tsuí-kóng,生活用品,28798(1)
28799,臺華共同詞,板金,pán-kim,旅運設施,28799(1)
28800,臺華共同詞,白血球,pe̍h-hueh-kiû/pe̍h-huih-kiû,生理構造,28800(1)
28801,臺華共同詞,病源,pēnn-guân/pīnn-guân,傷疾病痛,28801(1)
28802,臺華共同詞,病根,pēnn-kin/pīnn-kun,傷疾病痛,28802(1)
28803,臺華共同詞,病症,pēnn-tsìng/pīnn-tsìng,傷疾病痛,28803(1)
28804,臺華共同詞,病蟲害,pēnn-thâng-hāi/pīnn-thâng-hāi,"植物形體、狀態,相關用語",28804(1)
28805,臺華共同詞,被害,pī-hāi,法律,28805(1)
28806,臺華共同詞,壁爐,piah-lôo,生活用品,28806(1)
28807,臺華共同詞,標籤,piau-tshiam,"生活用品,事、物泛稱",28807(1)
28808,臺華共同詞,標語,piau-gí/piau-gú,語言、文字、符號,28808(1)
28809,臺華共同詞,屏風,pîn-hong,生活用品,28809(1)
28810,臺華共同詞,兵營,ping-iânn,"軍公教業,軍事",28810(1)
28812,臺華共同詞,平輩,pênn-puè/pînn-puè,稱謂輩分,28812(1)
28813,臺華共同詞,隔熱,keh-jia̍t/keh-lia̍t,一般動詞-靜態動詞,28813(1)
28814,臺華共同詞,扁鑽,pínn-tsǹg,生產工具,28814(1)
28816,臺華共同詞,筆勢,pit-sè,事、物泛稱,28816(1)
28817,臺華共同詞,畢業生,pit-gia̍p-sing,"軍公教業,教育、學術",28817(1)
28818,臺華共同詞,飯廳,pn̄g-thiann,"空間方位,食物、飲料、煙酒,建築物、結構",28818(1)
28819,臺華共同詞,報廢,pò-huì,廢棄物,28819(1)
28820,臺華共同詞,報應,pò-ìng,災禍,28820(1)
28821,臺華共同詞,報喪,pò-song,"婚喪喜慶,相關器具、活動",28821(1)
28822,臺華共同詞,薄利,po̍h-lī,財務單位、活動,28822(1)
28823,臺華共同詞,布尺,pòo-tshioh,"生活用品,縫紉洗熨",28823(1)
28824,臺華共同詞,半島,puàn-tó/puàn-tóo,地理,28824(1)
28825,臺華共同詞,半票,puànn-phiò,休閒、娛樂,28825(1)
28826,臺華共同詞,半途,puànn-tôo,交通、運輸,28826(1)
28827,臺華共同詞,本年度,pún-nî-tōo,時間節令,28827(1)
28829,臺華共同詞,片段,phiàn-tuān,事、物泛稱,28829(1)
28830,臺華共同詞,三番兩次,sam-huan-lióng-tshù,性質、程度,28830(1)
28831,臺華共同詞,送行,sàng-hîng,交際應酬,28831(1)
28832,臺華共同詞,送別,sàng-pia̍t,交際應酬,28832(1)
28833,臺華共同詞,西曆,se-li̍k,時間節令,28833(1)
28836,臺華共同詞,死水,sí-tsuí,"地理,自然現象",28836(1)
28837,臺華共同詞,時間表,sî-kan-pió,事、物泛稱,28837(1)
28838,臺華共同詞,邪說,siâ-suat,語言、文字、符號,28838(1)
28839,臺華共同詞,先人,sian-jîn/sian-lîn,泛稱,28839(1)
28840,臺華共同詞,聲韻,siann-ūn,語言、文字、符號,28840(1)
28841,臺華共同詞,城門,siânn-mn̂g,建築物、結構,28841(1)
28842,臺華共同詞,少奶奶,siáu-nái-nái,地位、身世、背景,28842(1)
28843,臺華共同詞,少棒,siàu-pāng,體育、運動,28843(1)
28844,臺華共同詞,心算,sim-suàn,教育、學術,28844(1)
28845,臺華共同詞,心電圖,sim-tiān-tôo,醫療保健,28845(1)
28846,臺華共同詞,心導管,sim-tō-kńg,醫療保健,28846(1)
28847,臺華共同詞,聖賢,sìng-hiân,泛稱,28847(1)
28848,臺華共同詞,聖人,sìng-jîn/sìng-lîn,泛稱,28848(1)
28849,臺華共同詞,小費,sió-huì,錢財資產,28849(1)
28850,臺華共同詞,小數點,sió-sòo-tiám,"教育、學術,語言、文字、符號",28850(1)
28851,臺華共同詞,縮寫,sok-siá,語言、文字、符號,28851(1)
28852,臺華共同詞,十全十美,si̍p-tsuân-si̍p-bí,境況、狀態-擬事,28852(1)
28853,臺華共同詞,食言,si̍t-giân,道德評價,28853(1)
28854,臺華共同詞,收養,siu-ióng,"宗族、家庭,生養老死",28854(1)
28855,臺華共同詞,算術,sǹg-su̍t,"教育、學術,事、物泛稱",28855(1)
28856,臺華共同詞,喪家,song-ka,婚喪喜慶,28856(1)
28858,臺華共同詞,疏通,soo-thong,"生活勞動,交際應酬",28858(1)
28859,臺華共同詞,搜查,soo-tsa,一般動詞-行為動詞,28859(1)
28860,臺華共同詞,數詞,sòo-sû,"語言、文字、符號,數詞、量詞",28860(1)
28862,臺華共同詞,死神,sí-sîn,神明、鬼怪、教派,28862(1)
28863,臺華共同詞,師範,su-huān,"軍公教業,教育、學術",28863(1)
28865,臺華共同詞,師徒,su-tôo,稱謂輩分,28865(1)
28866,臺華共同詞,使用權,sú-iōng-khuân,事、物泛稱,28866(1)
28867,臺華共同詞,使用者,sú-iōng-tsiá,泛稱,28867(1)
28868,臺華共同詞,砂糖,sua-thn̂g,食物、飲料、煙酒,28868(1)
28869,臺華共同詞,衰微,sue-bî,"國家、社會、民眾,性質、程度",28869(1)
28870,臺華共同詞,成見,sîng-kiàn,交際應酬,28870(1)
28871,臺華共同詞,成語,sîng-gí/sîng-gú,語言、文字、符號,28871(1)
28872,臺華共同詞,代課,tāi-khò,教育、學術,28872(1)
28873,臺華共同詞,膽寒,tám-hân,心理狀態,28873(1)
28874,臺華共同詞,單行道,tan-hîng-tō,道路、橋梁,28874(1)
28875,臺華共同詞,重音,tāng-im,語言、文字、符號,28875(1)
28876,臺華共同詞,重罪,tāng-tsuē,法律,28876(1)
28877,臺華共同詞,膽汁,tánn-tsiap,生理構造,28877(1)
28878,臺華共同詞,地域,tē-hi̍k/tuē-hi̍k,空間方位,28878(1)
28879,臺華共同詞,地契,tē-khè/tuē-khuè,"房屋租賃、搬遷,錢財資產",28879(1)
28880,臺華共同詞,調職,tiàu-tsit,相關用語,28880(1)
28881,臺華共同詞,吊帶,tiàu-tuà,衣帽鞋襪,28881(1)
28882,臺華共同詞,調節,tiâu-tsiat,一般動詞-行為動詞,28882(1)
28883,臺華共同詞,朝廷,tiâu-tîng,"國家、社會、民眾,政治",28883(1)
28884,臺華共同詞,朝政,tiâu-tsìng,"國家、社會、民眾,政治",28884(1)
28885,臺華共同詞,德行,tik-hīng,道德評價,28885(1)
28886,臺華共同詞,沉迷,tîm-bê,心理活動,28886(1)
28887,臺華共同詞,珍藏,tin-tsông,一般動詞-靜態動詞,28887(1)
28888,臺華共同詞,陳年,tîn-nî,性質、程度,28888(1)
28889,臺華共同詞,毒氣,to̍k-khì,事、物泛稱,28889(1)
28890,臺華共同詞,東山再起,tong-san-tsài-khí,一般動詞-行為動詞,28890(1)
28891,臺華共同詞,當地人,tong-tē-lâng/tong-tuē-lâng,地位、身世、背景,28891(1)
28892,臺華共同詞,同盟,tông-bîng,"交際應酬,政治,軍事",28892(1)
28893,臺華共同詞,同意書,tông-ì-su,事、物泛稱,28893(1)
28894,臺華共同詞,大驚小怪,tuā-kiann-sió-kuài,"個性風格,境況、狀態-擬人",28894(1)
28895,臺華共同詞,大小姐,tuā-sió-tsiá,地位、身世、背景,28895(1)
28896,臺華共同詞,大腦,tuā-náu,生理構造,28896(1)
28897,臺華共同詞,大腸鏡,tuā-tn̂g-kiànn,醫療保健,28897(1)
28898,臺華共同詞,頓悟,tùn-ngōo,一般動詞-行為動詞,28898(1)
28899,臺華共同詞,胎兒,thai-jî/thai-lî,生養老死,28899(1)
28900,臺華共同詞,胎教,thai-kàu,生養老死,28900(1)
28901,臺華共同詞,胎生,thai-sing,"動物形體、行為,生養老死",28901(1)
28902,臺華共同詞,胎位,thai-uī,生養老死,28902(1)
28903,臺華共同詞,探監,thàm-kann,"法律,一般動詞-行為動詞",28903(1)
28905,臺華共同詞,添壽,thiam-siū,一般動詞-行為動詞,28905(1)
28906,臺華共同詞,天機,thian-ki,相關器具、活動,28906(1)
28907,臺華共同詞,聽課,thiann-khò,一般動詞-行為動詞,28907(1)
28908,臺華共同詞,鐵窗,thih-thang,建築物、結構,28908(1)
28909,臺華共同詞,抽血,thiu-hueh/thiu-huih,"醫療保健,一般動詞-行為動詞",28909(1)
28910,臺華共同詞,讀音,tho̍k-im,語言、文字、符號,28910(1)
28911,臺華共同詞,讀本,tho̍k-pún,教育、學術,28911(1)
28912,臺華共同詞,傳家寶,thuân-ka-pó,事、物泛稱,28912(1)
28913,臺華共同詞,傳令,thuân-līng,一般動詞-行為動詞,28913(1)
28914,臺華共同詞,在外,tsāi-guā,空間方位,28914(1)
28915,臺華共同詞,在內,tsāi-lāi,空間方位,28915(1)
28916,臺華共同詞,在位,tsāi-uī,政治,28916(1)
28917,臺華共同詞,指正,tsí-tsìng,一般動詞-行為動詞,28917(1)
28918,臺華共同詞,前例,tsiân-lē,事、物泛稱,28918(1)
28919,臺華共同詞,正牌,tsiànn-pâi,事、物泛稱,28919(1)
28921,臺華共同詞,接應,tsiap-ìng,一般動詞-行為動詞,28921(1)
28923,臺華共同詞,照會,tsiàu-huē,一般動詞-行為動詞,28923(1)
28924,臺華共同詞,照例,tsiàu-lē,一般動詞-靜態動詞,28924(1)
28925,臺華共同詞,指名,tsí-miâ,一般動詞-行為動詞,28925(1)
28926,臺華共同詞,爭權奪利,tsing-khuân-tua̍t-lī,交際應酬,28926(1)
28927,臺華共同詞,爭辯,tsing-piān,一般動詞-行為動詞,28927(1)
28928,臺華共同詞,整容,tsíng-iông,醫療保健,28928(1)
28929,臺華共同詞,箭頭,tsìnn-thâu,語言、文字、符號,28929(1)
28930,臺華共同詞,罪惡感,tsuē-ok-kám,心理狀態,28930(1)
28931,臺華共同詞,石英,tsio̍h-ing,資源礦物,28931(1)
28932,臺華共同詞,將心比心,tsiong-sim-pí-sim,待人處事,28932(1)
28934,臺華共同詞,酒量,tsiú-liōng,飲食行為,28934(1)
28935,臺華共同詞,酒令,tsiú-līng,"食物、飲料、煙酒,休閒、娛樂",28935(1)
28936,臺華共同詞,子音,tsú-im,語言、文字、符號,28936(1)
28938,臺華共同詞,轉達,tsuán-ta̍t,一般動詞-行為動詞,28938(1)
28939,臺華共同詞,全票,tsuân-phiò,"交通、運輸,休閒、娛樂",28939(1)
28940,臺華共同詞,絕版,tsua̍t-pán,事、物泛稱,28940(1)
28941,臺華共同詞,水陸,tsuí-lio̍k,地理,28941(1)
28942,臺華共同詞,母音,bú-im,語言、文字、符號,28942(1)
28943,臺華共同詞,輔音,hú-im,語言、文字、符號,28943(1)
28944,臺華共同詞,元音,guân-im,語言、文字、符號,28944(1)
28945,臺華共同詞,插圖,tshah-tôo,文學、藝術,28945(1)
28946,臺華共同詞,插曲,tshah-khik,"戲劇、音樂,事、物泛稱",28946(1)
28947,臺華共同詞,插播,tshah-pòo,郵電、網路,28947(1)
28948,臺華共同詞,採收,tshái-siu,農林業,28948(1)
28949,臺華共同詞,參差,tsham-tshi,性質、程度,28949(1)
28950,臺華共同詞,參政,tsham-tsìng,"軍公教業,政治",28950(1)
28951,臺華共同詞,草堆,tsháu-tui,花草樹木,28951(1)
28952,臺華共同詞,臭名,tshàu-miâ,道德評價,28952(1)
28953,臺華共同詞,生薑,tshenn-kiunn/tshinn-kiunn,"蔬果作物,食物、飲料、煙酒",28953(1)
28954,臺華共同詞,優待票,iu-thāi-phiò,休閒、娛樂,28954(1)
28956,臺華共同詞,千言萬語,tshian-giân-bān-gí/tshian-giân-bān-gú,性質、程度,28956(1)
28957,臺華共同詞,唱票,tshiàng-phiò,政治,28957(1)
28958,臺華共同詞,草稿,tshó-kó,事、物泛稱,28958(1)
28959,臺華共同詞,初版,tshoo-pán,"教育、學術,文學、藝術",28959(1)
28960,臺華共同詞,初等,tshoo-tíng,性質、程度,28960(1)
28961,臺華共同詞,初診,tshoo-tsín,醫療保健,28961(1)
28962,臺華共同詞,推理,thui-lí,一般動詞-行為動詞,28962(1)
28963,臺華共同詞,有理,ū-lí,境況、狀態-擬事,28963(1)
28964,臺華共同詞,活命,ua̍h-miā,生養老死,28964(1)
28965,臺華共同詞,遠洋,uán-iûnn,地理,28965(1)
28966,臺華共同詞,遠視,uán-sī,傷疾病痛,28966(1)
28967,臺華共同詞,畫架,uē-kè/uī-kè,"生活用品,文學、藝術",28967(1)
28968,臺華共同詞,畫稿,uē-kó/uī-kó,"生活用品,文學、藝術",28968(1)
28969,臺華共同詞,胃腸,uī-tn̂g,生理構造,28969(1)
28970,臺華共同詞,隱藏,ún-tsông,一般動詞-行為動詞,28970(1)
28971,臺華共同詞,遠征,uán-tsing,軍事,28971(1)
29071,臺華共同詞,委派,uí-phài,相關用語,29071(1)
29072,臺華共同詞,委員會,uí-uân-huē,組織團體,29072(1)
29073,臺華共同詞,慰問金,uì-būn-kim,錢財資產,29073(1)
29074,臺華共同詞,違抗,uî-khòng,心理活動,29074(1)
29075,臺華共同詞,遺址,uî-tsí,建築物、結構,29075(1)
29076,臺華共同詞,違約金,uî-iok-kim,錢財資產,29076(1)
29077,臺華共同詞,違禁品,uî-kìm-phín,事、物泛稱,29077(1)
29078,臺華共同詞,溫室效應,un-sik hāu-ìng,氣候溫度,29078(1)
29191,臺華共同詞,破財,phò-tsâi,財務單位、活動,29191(1)
29603,臺華共同詞,白銀,pe̍h-gîn/pe̍h-gûn,"資源礦物,錢財資產",29603(1)
29604,臺華共同詞,標價,piau-kè,財務單位、活動,29604(1)
29620,臺華共同詞,保險費,pó-hiám-huì,錢財資產,29620(1)
29621,臺華共同詞,保險金,pó-hiám-kim,錢財資產,29621(1)
29622,臺華共同詞,保養品,pó-ióng-phín,理容、化妝,29622(1)
29623,臺華共同詞,寶地,pó-tē/pó-tuē,"空間方位,建築物、結構",29623(1)
29624,臺華共同詞,報名費,pò-miâ-huì,錢財資產,29624(1)
29625,臺華共同詞,薄命,po̍k-bīng,生活狀況,29625(1)
29626,臺華共同詞,補助費,póo-tsōo-huì,錢財資產,29626(1)
29627,臺華共同詞,補助金,póo-tsōo-kim,錢財資產,29627(1)
29628,臺華共同詞,步道,pōo-tō,道路、橋梁,29628(1)
29629,臺華共同詞,搬遷,puan-tshian,"房屋租賃、搬遷,一般動詞-行為動詞",29629(1)
29630,臺華共同詞,飛航,hui-hâng,交通、運輸,29630(1)
29631,臺華共同詞,賠罪,puê-tsuē/pê-tsuē,交際應酬,29631(1)
29632,臺華共同詞,不忠,put-tiong,道德評價,29632(1)
29633,臺華共同詞,派遣,phài-khián,一般動詞-行為動詞,29633(1)
29634,臺華共同詞,派別,phài-pia̍t,組織團體,29634(1)
29635,臺華共同詞,派兵,phài-ping,軍事,29635(1)
29636,臺華共同詞,派員,phài-uân,服務業及其他,29636(1)
29637,臺華共同詞,漂流,phiau-liû,"房屋租賃、搬遷,一般動詞-活動動詞",29637(1)
29638,臺華共同詞,聘用,phìng-iōng,相關用語,29638(1)
29639,臺華共同詞,片頭,phìnn-thâu,"戲劇、音樂,休閒、娛樂",29639(1)
29640,臺華共同詞,鼻血,phīnn-hueh/phīnn-huih,傷疾病痛,29640(1)
29641,臺華共同詞,票源,phiò-guân,政治,29641(1)
29642,臺華共同詞,票箱,phiò-siunn,"政治,事、物泛稱",29642(1)
29643,臺華共同詞,票數,phiò-sòo,"政治,數詞、量詞",29643(1)
