義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
11888,無的確,說不定、不一定。,6206,的確,一定。
11897,無要緊,不要緊、沒關係。,3487,有要緊,對事情嚴重程度的一種慣用說法。
11905,無眠,睡眠不足。,13648,落眠,熟睡、沉睡。
11906,無神,無精打采、沒精神。,3502,有神,形容有神采、精神飽滿。
11906,無神,無精打采、沒精神。,22710,精英,有元氣、有活力。
11909,無夠月,早產。胎兒在子宮內發育月數不足，便因故出生。,19285,夠月,胎兒在母體中成長的月分已足。一般為37週。
11911,無夠重,不夠重、重量不足，也引申為看不起人。,7459,看有起,看重、看得起；一般視為離合詞。
11918,無張持,不小心。沒注意到。,118,刁工,故意。
11918,無張持,不小心。沒注意到。,169,刁持,故意、存心。
11918,無張持,不小心。沒注意到。,201,刁意故,故意、存心。
11918,無張持,不小心。沒注意到。,9992,張持,注意、小心。
11919,無情,薄情。形容不講人情、不留情面的樣子。,3274,多情,富於情感。
11921,焦涸涸,乾涸。形容非常的乾。,16049,澹漉漉,溼淋淋、溼答答。形容含水量很高的樣子。
11921,焦涸涸,乾涸。形容非常的乾。,16050,澹糊糊,溼淋淋、溼答答。形容含水量很高的樣子。
11922,無細膩,不小心。,118,刁工,故意。
11922,無細膩,不小心。,169,刁持,故意、存心。
11922,無細膩,不小心。,171,刁故意,存心、故意。
11922,無細膩,不小心。,201,刁意故,故意、存心。
11922,無細膩,不小心。,387,小心,注意、留意。
11922,無細膩,不小心。,6130,注意,小心、留意。
11922,無細膩,不小心。,10791,細膩,做事小心謹慎。
11922,無細膩,不小心。,17204,謹慎,對自己的言行或外界事務格外小心仔細，以避免有不利或不幸的事情發生。
11923,無細膩,不客氣。,10792,細膩,客氣。
11924,無通,不可行、不妥切。,3514,有通,行得通、可行的。
11926,無量,小氣。沒有度量，吝嗇，不大方。,3292,好量,指人有雅量，氣度寬大。
11926,無量,小氣。沒有度量，吝嗇，不大方。,3524,有量,寬宏大量。指一個人的度量十分寬大。
11928,無閒,沒空、忙碌。,3525,有閒,有空。有空閒、餘暇。
11930,無愛,不要。,10373,欲,要、想，表示意願。
11931,無意中,意外、無意間。,171,刁故意,存心、故意。
11937,無路用,沒有用、不中用。,875,中用,物品很好使用，容易使用。
11937,無路用,沒有用、不中用。,876,中用,形容人很有能力、很好差遣。
11938,無路來,沒有辦法，不知道該如何去做、去說。,23051,有路來,有辦法、做得來。
11949,無影,不真實的，沒有的事。,3549,有影,真實不虛的。
11960,焦燥,乾燥。缺乏水分的。,16016,澹,溼。
11960,焦燥,乾燥。缺乏水分的。,16637,溼,含有微量水分而覺得潮溼不乾爽。
11961,無膽,膽小。形容人膽子小、膽量不大。,18927,在膽,膽子大、不畏怯。
11964,無禮,形容人不懂禮數。,6753,厚禮數,多禮。禮數周到。
11970,無攬無拈,無精打采、沒精神，提不起勁的樣子。,19508,綿精,鍥而不捨、汲汲營營。為達目的，想盡辦法，堅持到底，有時甚至到糾纏不休惹人厭的程度。
12073,短,事物之間的距離小，與長相對。,6342,長,形容時間的久遠。
12073,短,事物之間的距離小，與長相對。,6343,長,形容物體或空間兩端的距離較大、較遠。
12074,短,引申為不夠、少、小、缺失等。,6343,長,形容物體或空間兩端的距離較大、較遠。
12074,短,引申為不夠、少、小、缺失等。,16640,濟,多。
12095,短䘼,短袖。長度不超過上臂的袖子。,6359,長䘼,長袖。
12101,短命,以詛咒人壽命不長、早死來罵人。,6422,長命,長壽、高壽。
12101,短命,以詛咒人壽命不長、早死來罵人。,6504,長歲壽,長壽、長命、高壽。
12101,短命,以詛咒人壽命不長、早死來罵人。,6510,長壽,長命、高壽。壽命很長。
12118,硬迸迸,硬邦邦。形容物品堅硬，或辦事態度強硬、死板。,10983,軟㽎㽎,軟綿綿。柔軟而且富有彈性。
12126,短歲壽,短命。壽命不長、早夭。,6422,長命,長壽、高壽。
12126,短歲壽,短命。壽命不長、早夭。,6504,長歲壽,長壽、長命、高壽。
12126,短歲壽,短命。壽命不長、早夭。,6510,長壽,長命、高壽。壽命很長。
12167,絚,緊。嚴密，不放鬆。,797,冗,鬆、寬。形容東西、事物不緊或寬鬆的樣子。
12168,絚,形容生活困窘，不寬裕。,798,冗,形容金錢方面的寬裕。
12189,結合,彼此相聯合。閩南語通常用在指男女雙方聯姻。,17290,離婚,離異。夫妻依照法定手續解除婚姻關係。
12189,結合,彼此相聯合。閩南語通常用在指男女雙方聯姻。,17313,離緣,離婚。夫婦依照法定手續解除婚姻關係。
12197,結果,事物的最後結局或歸宿。,9329,起因,原因。事情發生的根本原因。
12227,絕路,死路，走不通的路。,2742,生路,可逃生、活命的路徑或方法。
12227,絕路,死路，走不通的路。,7292,活路,生路。
12230,結實,堅固、紮實。,23169,爛朽朽,破破爛爛。
12240,答應,允許、承諾。,1401,毋准,不允許、不答應。
12240,答應,允許、承諾。,1539,反對,不贊成。
12240,答應,允許、承諾。,2976,回,謝絕、辭去。
12240,答應,允許、承諾。,5789,拒絕,拒退斷絕，不接受。
12240,答應,允許、承諾。,10307,推辭,拒絕、推辭。
12344,著,對。,1489,毋著,不對。
12355,虛,不實的、假的。,8892,真,純正、不虛假的。
12355,虛,不實的、假的。,14325,實,真的。
12386,著時,當季、符合節令。,19265,退時,過時。過了盛產期或興盛期。
12418,貴,東西價錢很高。,6563,便宜,價格低廉。
12418,貴,東西價錢很高。,6584,俗,便宜。
12420,貴,令人尊崇的。,15575,賤,地位卑下的。
12422,貶,批評。,15511,褒,稱讚、恭維。
12423,買,使用金錢購物。,15572,賣,出售貨品、財物或勞力以換取金錢。
12424,買,使用金錢購物。,15573,賣,出售貨品、財物或勞力以換取金錢。
12480,貴參參,非常昂貴的。,6584,俗,便宜。
12480,貴參參,非常昂貴的。,10758,粗俗,粗糙通俗、便宜的。
12493,超過,過分。超越適當的分量。,13484,節制,限制不使過度。
12493,超過,過分。超越適當的分量。,15160,撙節,節制。
12500,趁錢,賺錢。,211,了錢,賠錢、虧本。
12500,趁錢,賺錢。,15663,賠錢,賠償金錢。
12516,進,向前移動。,9292,退,背向後方行走。
12519,進口,入口、輸入。外國或外地的東西輸入、賣到本地。,1996,出口,將本國貨物販售運送至國外。
12525,鄉村,農村、鄉下。鄉下的村落。,6776,城市,都市。人口集中，工商業發達，居民多為外來人口，通常是周圍地區的經濟、政治、文化及流行中心。
12525,鄉村,農村、鄉下。鄉下的村落。,11150,都市,人口密度較高、工商交通發達的地區。
12526,進步,逐漸好轉。,9339,退步,落後。從較優良的狀況變成較低劣的狀況。
12526,進步,逐漸好轉。,13607,落伍,原意是指行動緩慢，跟不上隊伍。後來常用來比喻事物、行為、思想等跟不上時代潮流。
12530,進前,以前、從前。,6922,後來,指一段時間之後。
12530,進前,以前、從前。,13613,落尾,後來、最後。
12530,進前,以前、從前。,22615,後日仔,日後、以後、將來。未來的日子。
12531,進前,之前。,22571,押尾,最後。
12532,進前,向前、前進。,8033,倒退,倒退。往後退。
12532,進前,向前、前進。,9362,退後,後退。向後移動。
12563,鈍,刀不利。,4065,利,形容器物或五官的能力很尖銳。
12564,鈍,笨拙緩慢。,4402,扭掠,形容手腳快、動作敏捷。
12564,鈍,笨拙緩慢。,10529,猛,行動迅速。
12576,開,啟、打開。,17528,關,閉。
12591,陽,日、太陽。引申為表示正、人間、雄性等與「陰」相對的概念。,11114,陰,表示夜晚、月亮、幽冥界等等與「陽」相對的事物。
12611,閒仙仙,形容人閒著沒事幹。,21890,無閒𩑾𩑾,忙得不可開交、忙碌不堪、非常忙碌。
12611,閒仙仙,形容人閒著沒事幹。,22847,無時閒,忙碌。一刻都閒不下來，指人很忙碌，無一刻停歇。
12660,開盤,股票或金融市場開始買賣運作。,3553,收盤,證券交易所或各行業公會結束交易。
12662,開墾,開闢未經開發過的荒地。,22834,臭生荒,荒置、廢棄任其荒涼。
12664,陽曆,陽曆。根據地球繞太陽公轉的周期所制定的曆法，又稱為「太陽曆」。,11197,陰曆,陰曆。根據月球繞地球公轉的周期所制定的曆法，又稱為「太陰曆」。如回教世界通行的回曆，一年有三百五十四或三百五十五天。漢族傳統的農曆則屬於「陰陽合曆」。
12664,陽曆,陽曆。根據地球繞太陽公轉的周期所制定的曆法，又稱為「太陽曆」。,19101,咱人,指農曆。可以說是「咱人的曆日」(lán-lâng ê la̍h-ji̍t)的簡略說法，是臺灣人原本使用的傳統曆法，相對於日治時代日本人引進的新式曆法。
12698,集中,集合、匯聚在一起。,991,分開,分離、分散。
12698,集中,集合、匯聚在一起。,2146,四散,向四周分散。
12698,集中,集合、匯聚在一起。,13774,解散,叫集合的人分散開。
12707,集合,會合、聚在一起。,991,分開,分離、分散。
12707,集合,會合、聚在一起。,2146,四散,向四周分散。
12707,集合,會合、聚在一起。,13774,解散,叫集合的人分散開。
12725,順風,順著風勢。,19492,對頭風,迎面而來的逆風。
12725,順風,順著風勢。,22761,㧣風,逆風前進。
12728,雅氣,氣質文雅、高尚。,10788,粗魯,粗暴魯莽。
12736,順從,遵從、依從。,1298,反抗,心中不服而予以抗拒。
12736,順從,遵從、依從。,13971,違反,違背。
12736,順從,遵從、依從。,23215,觸,違逆、辜負。違逆別人的想法或辜負他人。
12761,頇顢,形容人愚笨、遲鈍、笨拙、沒有才能。,19679,巧神,伶俐、靈巧，機靈可愛的樣子。
12761,頇顢,形容人愚笨、遲鈍、笨拙、沒有才能。,21977,巧氣,聰穎、靈巧。
12794,勥,形容人精明能幹、能力很行、很強的樣子。多用於形容女性，現今表示有點過分的能幹。,23134,見天,迷糊、漫不經心。
12835,勥跤,形容一個人精明能幹，一般用在形容女人，有貶義。,659,低路,低能。指不中用。
12849,園,指園地、旱地。,2546,田,可供耕作或作資源開發的土地。「田」裡有水，在閩南話中，「田」是指「水田」，「園」是指「旱田」。
12918,嫁,女子結婚。,9832,娶,男子帶女子入門成親。
12926,嫁娶,男婚女嫁之事。結婚。,17290,離婚,離異。夫妻依照法定手續解除婚姻關係。
12926,嫁娶,男婚女嫁之事。結婚。,17313,離緣,離婚。夫婦依照法定手續解除婚姻關係。
12973,慎重,形容人在行為處事的時候小心謹慎、沉穩莊重。,16604,懂嚇,冒失、莽撞。
13005,損,減少。,10436,添,加、增、補。
13014,搝,拉扯。,8386,捒,推。
13053,新,沒有使用過的。與「舊」(kū)相對。,17096,舊,用很久的、老的、以前的。與「新」(sin)相對。
13115,新曆,本國採用之世界通行新曆法，屬「陽曆」的一種，以別於漢族傳統通行的「舊曆」。,17131,舊曆,農曆。漢族傳統通行的曆法，屬「陰陽合曆」的一種。大月三十天，小月二十九天；平年一年十二個月，閏年十三個月。
13115,新曆,本國採用之世界通行新曆法，屬「陽曆」的一種，以別於漢族傳統通行的「舊曆」。,19101,咱人,指農曆。可以說是「咱人的曆日」(lán-lâng ê la̍h-ji̍t)的簡略說法，是臺灣人原本使用的傳統曆法，相對於日治時代日本人引進的新式曆法。
13118,搖頭,頭向左右擺動，通常用來表示拒絕、否定、阻止或不以為然的意思。,14967,頕頭,點頭。頭上下微動，以表示允諾、贊許、領會等意思。
13122,摃龜,希望落空或是彩頭沒中。源自日語。,19386,著獎,中獎。因彩券、獎券或統一發票等對中號碼，而獲得獎品或獎金。
13122,摃龜,希望落空或是彩頭沒中。源自日語。,22626,著等,入選；得名、獲得名次。
13122,摃龜,希望落空或是彩頭沒中。源自日語。,22627,著等,得獎。獲得獎賞。
13176,會用得,可以、可行。人、東西可以使用或指事情行得通。語氣完結時唸作ē-īng--tit。,9231,袂用得,不可以。語氣完結時唸作bē-īng--tit。
13176,會用得,可以、可行。人、東西可以使用或指事情行得通。語氣完結時唸作ē-īng--tit。,9240,袂使得,不可以、使不得。語氣完結時唸作bē-sái--tit。
13176,會用得,可以、可行。人、東西可以使用或指事情行得通。語氣完結時唸作ē-īng--tit。,19249,袂做得,不可以做、行不通。
13180,會合,照約定好的時間及地點彼此聚會、集合。,991,分開,分離、分散。
13180,會合,照約定好的時間及地點彼此聚會、集合。,2146,四散,向四周分散。
13180,會合,照約定好的時間及地點彼此聚會、集合。,13774,解散,叫集合的人分散開。
13182,暗色,較濃或深沉的顏色。,22414,笑色,淺色。
13185,會使,可以、能夠。,9239,袂使,不可以、使不得。
13185,會使,可以、能夠。,9240,袂使得,不可以、使不得。語氣完結時唸作bē-sái--tit。
13186,會使得,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。,9231,袂用得,不可以。語氣完結時唸作bē-īng--tit。
13186,會使得,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。,9240,袂使得,不可以、使不得。語氣完結時唸作bē-sái--tit。
13186,會使得,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。,19249,袂做得,不可以做、行不通。
